cleaned_text,sentiment
functions fine in general easy drag to subtasks can t adjust the notifications to not go through do not disturb mode bad if you work off shifts can t set timing of notifications in a productivity app scheduling is important reminders require premium seriously i ll just install one of the tons of free apps that include it for free rather than pay 3 month overall average functioning app that requires paid premium for some basic functions,negative
i used to love this app because of its theme but the new skins totally kill the app,negative
this is scary they hooked me up to 9 wires n it printed sum graph ohhhhhh,negative
last heroes ep until sept sick drugged for past 3 days dr says lacking in everything esp get this sunshine,negative
im so done with this cold i really wanna go out tonight but i really dont feel like it,negative
i saw this link but i get an error on the cnn site when i open this page and cannot read the article,negative
didn t get past not being able to use it in portrait mode i think i should be able to choose whether i need widespread view as in a spreadsheet or a portrait view to view a page of writing and this does not give me the option i may end up using it this is only the second app that i have tried for organizing by used to be hand ink written notebooks,negative
that is really sad,negative
it takes a big man to type a sad tweet like that,negative
this app sucks and will never let me or the people i want to share the list with log in trash replacement for wunderlist,negative
this weekends abouttttto suck,negative
yeah that does sound a bit bad man i got exam week this week,negative
each time i check a task in its widget it crashes and doesn t show any thing without any response to the other buttons i was happy to find this app but can t use it because of the infinity crashes,negative
i should have know that extra hand comment would cause trouble about to upload house music and beyond vol 3,negative
one is not supposed to have a headache on a friday that s just not right,negative
i like the app but you can t tick thing s off i like to go through my tasks and tick each one off as i do it then i feel i am accomplishing something i feel i am getting somewhere if it had that it would be brilliant,negative
oh boy this is going to be a loooooong day,negative
sites that republish my blog s feed often end up higher than my blog on google search results,negative
lmao i was just thinking how i hate least 3 people that i m following but i haven t unfollowed em yet i m a loon,negative
still feeling weird about my ex and her engagement my mom made things worse i don t even want her but it s still odd,negative
i was really excited about this app but when i went to create an account it did not work i tried logging in with my google account but it still didn t work i am very disappointed,negative
was forced to migrate from wunderlist my husband and i both used wunderlist extensively sharing and updating lists when we were force to migrate over it migrated everything except the lists were not shared anymore so when i updated my list it does not update his list i reshaped that list and it created a duplicate list for him this is extremely annoying because we have to reshare everything,negative
hello team i bought the complete package in feb 2015 however when i am trying to use habitbull premium extra it says no account found in database can you please help me with this your support team is also not responding to the the ticket which i have raised earlier support ticket opened 388906,negative
was great at first but a new bug makes it so that every time i unlock my phone i have to press the home button twice to be able to use my phone at all i know that it is this app causing the problem as when i click on the recently used apps tab after the bug occurs this app is always the only one shown i will have to uninstall now because of this,negative
i want too soo bad i hate missing gumbo but i have a shoot tommorrow that i have to be at for 8 30 so no gumbo for me,negative
using the app since years now whenever open the app trying to save an entry full page advertisement opens for atleast 30 seconds causes missing what more to enter on different dates this app is at its worst,negative
shiraz event was in an anti bahai center not in a mosque or in election campaign sadly children wr involved in zahedan,negative
it slow down my flow when i turned on or click via home page widget there is a fade in effect or lagging please kindly help check thank you,negative
listening through the mendeed discog once again i still think their disbanding is a loss metal,negative
impossible to register circle circle circle and nothing,negative
